"","winner","TopAvg","JungleAvg","MidAvg","ADCAvg","SupportAvg","GameLength","KillDiff","Season","TopWinningTeam","JungWinningTeam","MidWinningTeam","ADCWinningTeam","SupWinningTeam","Carry","TeamOfCarry"
"3458","Blue",378,879,622,-534,1435,27,21,2015,"Blue","Blue","Blue","Red","Blue","Support","Blue"
"3459","Blue",-1624,-1166,-2418,-2233,112,45,13,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3460","Blue",-2018,-1335,-2099,-1974,348,36,8,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3461","Blue",-1119,-745,-2299,-1927,770,41,17,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3462","Blue",-1125,-1330,-1875,-757,464,35,11,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3463","Red",-1696,-2826,-2788,-3431,-506,32,-11,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3464","Blue",-2576,-1544,-3873,-4148,507,56,9,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3465","Blue",-1767,-1376,-2613,-2442,243,43,13,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3466","Red",-2365,-2266,-2156,-3132,-238,34,-14,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3467","Blue",-1221,-190,-1785,-1723,1109,38,15,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3468","Blue",-1427,-1760,-1642,-1572,-57,31,11,2015,"Red","Red","Red","Red","Red","Jungle","Red"
"3469","Blue",-199,-267,-689,-776,638,26,13,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3470","Red",-3075,-2687,-3357,-3936,-547,40,-8,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3471","Blue",-1752,-1788,-2754,-3461,-31,43,1,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3472","Red",-1256,-1459,-3299,-3127,-170,35,-10,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3473","Red",-3283,-2176,-3333,-4108,-1333,41,-14,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3474","Red",-2549,-3019,-3563,-3731,-344,42,-3,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3475","Blue",-1974,-1065,-2562,-3043,143,44,12,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3476","Blue",-711,-336,-1799,-1143,797,38,20,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3477","Red",-1231,-2053,-1966,-2157,67,34,-12,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3478","Red",-2078,-2055,-3842,-3862,-938,37,-14,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3479","Blue",-856,-1117,-1407,-1845,260,31,8,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3480","Red",-3392,-2925,-4046,-3815,-465,40,-21,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3481","Blue",-1462,-710,-1902,-1223,592,35,18,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3482","Blue",-1752,-1074,-2541,-2839,-98,37,12,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3483","Red",-1796,-2275,-2870,-2852,-790,32,-26,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3484","Blue",-2119,-1567,-2150,-1821,305,38,12,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3485","Red",-2007,-2870,-3686,-3248,-578,38,-16,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3486","Red",-1615,-1614,-1668,-2527,-1030,28,-13,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3487","Red",-2600,-2081,-2923,-3688,-1170,32,-18,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3488","Red",-2317,-1552,-2997,-3476,199,45,-9,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3489","Blue",-1356,-762,-2550,-2199,384,38,14,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3490","Blue",-1851,-1718,-3205,-2948,-28,39,1,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3491","Red",-1830,-1371,-3963,-4731,188,52,-5,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3492","Red",-2575,-2453,-3115,-3273,-526,42,-14,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3493","Blue",-568,-1122,-1527,-1888,137,28,8,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3494","Blue",-155,91,-1112,-2168,710,37,16,2015,"Red","Blue","Red","Red","Blue","ADC","Red"
"3495","Blue",-1305,-231,-1077,-2035,494,37,9,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3496","Blue",-2200,-1775,-2441,-2455,303,42,7,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3497","Red",-1113,-2573,-2528,-2918,-442,30,-16,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3498","Blue",-1706,-1494,-1645,-1626,114,34,4,2015,"Red","Red","Red","Red","Blue","Top","Red"
"3499","Red",-2261,-3034,-3784,-3463,-316,44,-8,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3500","Blue",-390,-448,-1415,-916,745,36,13,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3501","Red",-2703,-2226,-3136,-3148,-131,43,-7,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3502","Red",-2318,-1288,-3837,-4198,-568,37,-12,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3503","Blue",-2302,-834,-3446,-2364,147,40,5,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3504","Blue",-650,-292,-1223,-605,1039,31,16,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3505","Red",-1606,-1034,-2756,-1990,-57,32,-8,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3506","Blue",-1683,-1919,-2516,-3135,36,39,0,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3507","Blue",-2403,-980,-2246,-2551,254,44,0,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3508","Red",-2736,-2094,-3165,-3671,-608,37,-7,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3509","Blue",-272,-555,-1519,-1198,203,26,9,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3510","Blue",-1014,-510,-1589,-2156,1223,42,12,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3511","Blue",-2225,-1475,-4195,-4020,-28,57,18,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3512","Blue",-1274,-1405,-1457,-1255,623,33,8,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3513","Red",-3221,-2106,-2947,-4795,-632,49,-9,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3514","Blue",86,-987,-1648,-2101,225,35,3,2015,"Blue","Red","Red","Red","Blue","ADC","Red"
"3515","Blue",-1052,-1617,-1909,-1495,205,34,8,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3516","Blue",-2007,-1912,-4326,-5323,-212,60,-3,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3517","Red",-2680,-2125,-3772,-3818,-330,40,-4,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3518","Red",-2338,-2749,-3520,-3312,-722,39,-6,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3519","Blue",-2366,-1285,-1036,-2336,-329,34,-8,2015,"Red","Red","Red","Red","Red","Top","Red"
"3520","Blue",-1942,-1698,-2559,-3070,298,44,11,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3521","Blue",-1330,-1397,-1659,-955,607,36,6,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3522","Blue",-1386,-310,-1660,-1246,1055,35,16,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3523","Red",-1553,-1451,-2473,-2109,-248,31,-11,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3524","Red",-1881,-1645,-2916,-2769,-588,30,-18,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3525","Red",-1552,-801,-1663,-1340,-484,25,-9,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3526","Blue",-931,-798,-1250,-1299,898,36,9,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3527","Red",-1316,-610,-2381,-2982,470,48,0,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3528","Red",-2561,-1841,-2186,-2104,-129,39,-14,2015,"Red","Red","Red","Red","Red","Top","Red"
"3529","Red",-3837,-2887,-3362,-2867,-79,41,-12,2015,"Red","Red","Red","Red","Red","Top","Red"
"3530","Red",-2798,-1514,-3344,-3159,-749,35,-14,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3531","Blue",-1599,-1684,-3339,-2912,-387,45,4,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3532","Red",-2233,-1733,-3670,-3485,-115,44,-16,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3533","Red",-2397,-2106,-2901,-3092,267,50,2,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3534","Red",-2383,-3057,-3868,-3454,-916,36,-19,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3535","Blue",-2497,-2304,-4762,-2916,-1175,52,7,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3536","Red",-2202,-2271,-3754,-2501,-388,42,-12,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3537","Blue",-913,-1600,-2594,-1961,605,41,10,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3538","Red",-2830,-2002,-4724,-3567,-469,43,-8,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3539","Blue",-1388,-825,-1682,-1339,1089,40,15,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3540","Red",-3145,-2154,-4182,-4549,-53,61,-13,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3541","Blue",-2682,-2045,-2493,-2097,481,46,2,2015,"Red","Red","Red","Red","Blue","Top","Red"
"3542","Red",-736,-1938,-2910,-2759,-109,32,-8,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3543","Red",-3448,-2551,-3680,-3804,-1517,37,-17,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3544","Blue",-968,-1489,-1723,-1398,542,37,18,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3545","Red",-3349,-2049,-2691,-3852,-1300,36,-28,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3546","Red",-2708,-3096,-3833,-2621,-574,39,-10,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3547","Blue",-88,-128,-448,-16,1052,31,20,2015,"Red","Red","Red","Red","Blue","Support","Blue"
"3548","Blue",-1502,-1009,-2474,-1975,-13,37,12,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3549","Blue",-1237,-832,-1873,-1283,686,35,8,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3550","Red",-2603,-1971,-4118,-3529,73,46,1,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3551","Red",-1791,-847,-3439,-2384,47,42,-7,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3552","Red",-2663,-3378,-5315,-4087,-512,40,-10,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3553","Blue",-406,-733,-2432,-2607,572,37,17,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3554","Red",-1937,-2103,-4061,-3939,-134,44,-9,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3555","Blue",-1654,-1554,-3020,-2188,332,40,6,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3556","Red",-1950,-1824,-3107,-3741,-286,42,-3,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3557","Red",-1600,-1675,-2790,-2173,-521,29,-14,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3558","Blue",-2090,-1349,-4178,-2410,1151,49,4,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3559","Blue",-262,-1395,-1943,-2301,1191,49,11,2015,"Red","Red","Red","Red","Blue","ADC","Red"
"3560","Red",-2180,-2095,-3590,-2645,-70,44,-4,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3561","Blue",34,-56,-1532,-1001,644,32,17,2015,"Blue","Red","Red","Red","Blue","Mid","Red"
"3562","Red",-1987,-2007,-3190,-3238,-565,36,-14,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3563","Blue",-260,-316,-1144,-958,864,30,24,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3564","Red",-2005,-1994,-2818,-2614,-574,32,-21,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3565","Red",-2671,-2252,-3819,-2852,-835,36,-13,2015,"Red","Red","Red","Red","Red","Mid","Red"
"3566","Red",-1567,-2260,-2650,-3205,-554,32,-19,2015,"Red","Red","Red","Red","Red","ADC","Red"
"3567","Blue",-1899,-1827,-2087,-1717,431,38,13,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3568","Blue",-860,-553,-2263,-1707,1245,49,19,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3569","Blue",-659,-649,-1609,-344,852,36,10,2015,"Red","Red","Red","Red","Blue","Mid","Red"
"3570","Red",-2680,-2375,-3208,-2827,-304,38,-5,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3571","Blue",-482,-966,-1874,-1732,394,32,6,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3572","Blue",-589,-889,-1640,-1305,658,32,19,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3573","Red",-2067,-2195,-2506,-2796,-901,30,-20,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3574","Red",-1971,-1774,-2340,-2201,-12,33,-5,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3575","Blue",-205,-200,-677,-319,912,25,17,2016,"Red","Red","Red","Red","Blue","Support","Blue"
"3576","Red",-2631,-2646,-3740,-3267,-584,41,-5,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3577","Blue",-1990,-2113,-3601,-2077,-393,45,1,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3578","Red",-1564,-1214,-2651,-1666,60,31,-5,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3579","Red",-2082,-1253,-3278,-2781,-433,45,-3,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3580","Blue",-562,-551,-2343,-1697,935,45,14,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3581","Red",-2452,-2460,-3084,-2057,55,33,-20,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3582","Blue",-1295,-790,-2250,-837,434,36,9,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3583","Red",-1726,-1229,-1480,-2590,-793,24,-18,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3584","Blue",-1132,-870,-1505,-1164,96,29,11,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3585","Red",-1509,-1657,-2081,-2207,-359,34,-15,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3586","Red",-1463,-1199,-2261,-2322,55,31,-10,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3587","Blue",-192,6,110,34,683,22,14,2016,"Red","Blue","Blue","Blue","Blue","Support","Blue"
"3588","Red",-2557,-1277,-1833,-2067,72,37,-5,2016,"Red","Red","Red","Red","Blue","Top","Red"
"3589","Blue",-1434,-1158,-1778,-1294,409,34,7,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3590","Blue",356,227,-191,38,850,22,19,2016,"Blue","Blue","Red","Blue","Blue","Support","Blue"
"3591","Red",-2356,-2498,-2957,-2480,-400,32,-10,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3592","Red",-2097,-1841,-3810,-2566,234,44,3,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3593","Blue",-2271,-1528,-3052,-1773,-33,34,1,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3594","Red",-3586,-2566,-3885,-3439,-572,45,-5,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3595","Blue",-645,-264,-1251,-469,964,29,15,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3596","Red",-2064,-1972,-2075,-1781,-525,25,-16,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3597","Blue",-213,-541,-787,-879,612,25,20,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3598","Blue",-323,-1141,-656,-750,305,27,24,2016,"Red","Red","Red","Red","Blue","Jungle","Red"
"3599","Red",-2077,-2566,-1974,-1946,-563,20,-21,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"3600","Blue",-1578,-2487,-3391,-2504,-671,44,3,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3601","Blue",-986,-748,-2011,-1289,-20,28,9,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3602","Red",-2192,-1755,-1792,-1960,-172,23,-17,2016,"Red","Red","Red","Red","Red","Top","Red"
"3603","Blue",-740,-814,-829,-601,365,25,11,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3604","Red",-2221,-2195,-2652,-2932,-655,39,-11,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3605","Blue",-2258,-1456,-2930,-1663,372,46,10,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3606","Red",-2235,-1747,-2768,-2370,-221,34,-6,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3607","Red",-1184,-1288,-2630,-1822,312,36,-3,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3608","Red",-2303,-2317,-2760,-3798,-598,39,-9,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3609","Red",-1779,-1993,-3455,-2660,-566,36,-12,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3610","Red",-1528,-2034,-2728,-2302,-728,27,-16,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3611","Blue",-319,-433,22,4,1192,29,7,2016,"Red","Red","Blue","Blue","Blue","Support","Blue"
"3612","Blue",102,-174,-852,-482,865,30,13,2016,"Blue","Red","Red","Red","Blue","Support","Blue"
"3613","Red",-2524,-2460,-3527,-3484,-1082,36,-16,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3614","Blue",-1760,-1526,-2773,-2268,-401,32,4,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3615","Red",-3196,-2747,-2986,-2666,-508,34,-11,2016,"Red","Red","Red","Red","Red","Top","Red"
"3616","Red",-2223,-1700,-2118,-2222,819,39,3,2016,"Red","Red","Red","Red","Blue","Top","Red"
"3617","Blue",-2004,-1305,-2423,-1569,-48,35,11,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3618","Red",-882,-666,-2251,-1887,666,35,-11,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3619","Red",-2119,-1856,-3171,-3430,-626,39,-13,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3620","Red",-1980,-1826,-2571,-2925,-595,28,-12,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3621","Red",-2261,-2001,-2504,-3301,-475,43,-9,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3622","Blue",-1390,-1563,-1624,-1403,289,30,11,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3623","Red",-971,-431,-3150,-807,1090,38,-9,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3624","Red",-2375,-2012,-2800,-3570,-789,31,-10,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3625","Blue",-590,-815,-1136,-446,339,26,6,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3626","Blue",-1177,-1510,-1626,-1674,346,33,2,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3627","Red",-1240,-1914,-2678,-3479,-161,35,-14,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3628","Blue",-1156,-1286,-1728,-2150,138,31,7,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3629","Blue",-992,-717,-1124,-1643,350,33,5,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3630","Red",-1900,-1834,-2375,-3056,-486,30,-7,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3631","Blue",-465,-96,-777,-93,861,25,11,2016,"Red","Red","Red","Red","Blue","Support","Blue"
"3632","Blue",-2137,-976,-3247,-2320,263,42,8,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3633","Red",-1525,-1082,-1979,-3748,-4,42,-8,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3634","Blue",-213,35,-521,-1147,770,27,15,2016,"Red","Blue","Red","Red","Blue","ADC","Red"
"3635","Red",-2398,-2519,-3543,-3030,132,46,1,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3636","Blue",62,-796,-1916,-1144,129,27,13,2016,"Blue","Red","Red","Red","Blue","Mid","Red"
"3637","Red",-2325,-1704,-3095,-2341,-424,31,-16,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3638","Blue",-915,-696,-1684,-2365,325,37,8,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3639","Red",-1748,-1937,-2625,-2957,-294,35,-6,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3640","Red",-1846,-912,-1810,-1870,458,42,0,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3641","Red",-3334,-1586,-3428,-2926,28,45,-9,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3642","Red",-1690,-1369,-2615,-2966,-884,29,-15,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3643","Blue",-776,-573,-1485,-942,791,31,15,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3644","Red",-1784,-1838,-1785,-2580,-785,22,-15,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3645","Blue",-651,-580,-980,-618,692,24,8,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3646","Blue",-622,-578,-1509,-1796,760,37,14,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3647","Blue",-1065,-1449,-2441,-2325,574,43,17,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3648","Blue",-1445,-1454,-2746,-2206,695,37,14,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3649","Red",-2342,-2684,-3314,-2532,-671,26,-18,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3650","Blue",176,-278,-918,-1224,533,25,10,2016,"Blue","Red","Red","Red","Blue","ADC","Red"
"3651","Blue",-2010,-1555,-2112,-2470,259,41,8,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3652","Red",-1006,-1056,-3067,-2816,378,48,-6,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3653","Blue",-991,-642,-1072,-1539,665,34,9,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3654","Red",-2081,-3145,-1980,-3208,-68,34,-11,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3655","Blue",150,-28,-896,-541,1091,29,10,2016,"Blue","Red","Red","Red","Blue","Support","Blue"
"3656","Red",-3335,-2544,-3752,-3542,-849,38,-10,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3657","Blue",-1425,-494,-1109,-1128,691,30,15,2016,"Red","Red","Red","Red","Blue","Top","Red"
"3658","Red",-3344,-3548,-3986,-4569,-578,44,-9,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3659","Blue",-2778,-1489,-3904,-2010,604,50,2,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3660","Blue",-1591,-1621,-1986,-2736,-162,43,10,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3661","Red",-1596,-1947,-2496,-3008,-271,33,-14,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3662","Blue",-1938,-1812,-2473,-2258,299,38,9,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3663","Red",-2104,-1898,-3011,-2630,-482,35,-1,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3664","Blue",-1883,-1117,-2862,-2066,19,37,4,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3665","Blue",-1922,-1725,-4433,-2776,39,51,2,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3666","Red",-1892,-2102,-3535,-3937,219,47,3,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3667","Blue",-1078,-848,-1822,-1486,116,30,4,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3668","Blue",-871,-693,-921,-686,710,26,12,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3669","Blue",-2933,-2613,-2805,-4455,121,63,14,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3670","Red",-2770,-2587,-3939,-3157,-421,48,1,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3671","Red",-1751,-1661,-2056,-3895,-314,34,-14,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3672","Red",-2649,-2643,-3013,-2631,-561,34,-14,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3673","Red",-3051,-1995,-4359,-3321,-449,40,-6,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3674","Red",-1904,-1799,-2441,-3056,-22,37,-11,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3675","Blue",-912,-1330,-1626,-1951,391,40,8,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3676","Red",-2078,-2227,-4567,-4116,-288,46,-7,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3677","Blue",-765,-728,-2610,-1217,442,35,11,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3678","Blue",-548,-655,-1978,-855,240,29,10,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3679","Red",-1453,-1578,-2226,-2405,-436,28,-4,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3680","Blue",-1575,-1478,-2572,-2922,202,37,8,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3681","Blue",-1886,-2045,-2980,-3775,303,53,6,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3682","Blue",-2036,-1681,-1994,-2171,216,36,8,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3683","Blue",-588,-914,-2018,-1611,280,30,8,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3684","Red",-1733,-1255,-2771,-2590,469,44,0,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3685","Blue",-790,-1009,-1318,-2121,360,34,4,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3686","Blue",-695,-651,-1397,-735,834,37,11,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3687","Blue",-1610,-1450,-2438,-2793,256,35,8,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3688","Red",-2363,-2366,-2595,-2452,-439,34,-5,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3689","Blue",-3835,-2181,-2521,-2845,-46,46,15,2016,"Red","Red","Red","Red","Red","Top","Red"
"3690","Red",-1863,-1840,-3110,-3296,-33,37,-10,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3691","Blue",-1128,-48,-887,-783,1060,33,15,2016,"Red","Red","Red","Red","Blue","Top","Red"
"3692","Red",-1895,-1382,-3295,-2883,-107,34,-16,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3693","Red",-2316,-2736,-2517,-3132,-585,34,-11,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3694","Red",-2301,-2615,-3070,-2688,-37,35,-7,2016,"Red","Red","Red","Red","Red","Mid","Red"
"3695","Blue",-1323,-989,-1393,-1677,646,33,9,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"3696","Blue",-2766,-2890,-4579,-4583,-106,53,3,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3697","Red",-2850,-2628,-3122,-4290,-314,41,-3,2016,"Red","Red","Red","Red","Red","ADC","Red"
"3698","Blue",-884,-901,-1509,-1453,318,33,16,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"3699","Blue",-1060,-436,-806,-911,779,31,12,2016,"Red","Red","Red","Red","Blue","Top","Red"
