"","winner","TopAvg","JungleAvg","MidAvg","ADCAvg","SupportAvg","GameLength","KillDiff","Season","TopWinningTeam","JungWinningTeam","MidWinningTeam","ADCWinningTeam","SupWinningTeam","Carry","TeamOfCarry"
"2547","Blue",-995,-814,-855,-1133,881,31,11,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2548","Blue",-1508,-1372,-2907,-2294,306,38,6,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2549","Red",-1437,-1659,-1936,-2247,-675,26,-15,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2550","Blue",-1364,-705,-1651,-1609,698,36,14,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2551","Blue",-1801,-900,-1744,-2341,801,40,11,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2552","Blue",-2923,-2388,-2675,-4224,-174,47,0,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2553","Blue",-1868,-1668,-2637,-2117,292,39,5,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2554","Red",-2904,-2561,-3374,-2896,-385,35,-12,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2555","Blue",-2069,-1615,-1696,-2151,217,35,9,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2556","Red",-2479,-2262,-2227,-2696,-346,35,-11,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2557","Blue",-952,-2386,-2037,-1342,438,33,7,2016,"Red","Red","Red","Red","Blue","Jungle","Red"
"2558","Red",-2016,-2128,-3422,-4577,-91,50,-4,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2559","Red",-1775,-1402,-2334,-2126,-635,27,-13,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2560","Blue",-1209,-1209,-1493,-1643,181,30,12,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2561","Blue",-1448,-1382,-2014,-2234,625,36,9,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2562","Blue",-1507,-2444,-2285,-2262,25,37,8,2016,"Red","Red","Red","Red","Blue","Jungle","Red"
"2563","Red",-2614,-2509,-3827,-2989,-605,31,-17,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2564","Blue",-1251,-1291,-2313,-2122,383,36,10,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2565","Red",-3711,-2808,-2807,-2340,-312,32,-14,2016,"Red","Red","Red","Red","Red","Top","Red"
"2566","Blue",-1205,-1030,-1000,-1441,491,29,14,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2567","Red",-5228,-2310,-3420,-3955,89,54,5,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2568","Red",-3148,-2709,-3292,-3142,-219,37,-17,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2569","Red",-2403,-3482,-3127,-3168,-656,39,-8,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"2570","Blue",-1354,-701,-1100,-910,565,30,15,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2571","Blue",-1341,-1244,-1673,-1616,332,31,14,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2572","Red",-2048,-1743,-3221,-2187,-375,31,-12,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2573","Red",-1551,-1787,-3079,-3228,-192,39,-2,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2574","Red",-2108,-2100,-2508,-2834,-255,35,-8,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2575","Blue",-1193,-1568,-1925,-2306,517,35,10,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2576","Red",-2768,-2749,-4220,-4834,-437,50,-5,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2577","Red",-3238,-2436,-5204,-4389,147,71,-9,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2578","Red",-3103,-1772,-2741,-4340,921,57,1,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2579","Red",-2871,-2374,-3201,-3347,-260,36,-4,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2580","Blue",-2359,-1513,-3842,-2346,377,40,6,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2581","Red",-2736,-2596,-2829,-4266,-697,42,-10,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2582","Blue",-757,-806,-1040,-1327,462,28,13,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2583","Blue",-1092,-1279,-1833,-1859,-282,29,10,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2584","Blue",-1895,-1696,-2340,-2420,555,34,12,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2585","Red",-2399,-2284,-3166,-3561,-717,34,-7,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2586","Red",-2071,-1608,-2625,-2886,-62,37,-5,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2587","Blue",-1635,-1547,-3004,-3367,749,50,5,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2588","Blue",-2952,-3481,-3098,-3663,675,63,2,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2589","Blue",-2553,-2197,-2934,-4118,72,58,4,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2590","Red",-1996,-2459,-2453,-2898,-387,30,-8,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2591","Blue",-1248,-1406,-1660,-2132,244,29,2,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2592","Red",-4439,-3273,-4430,-3271,-378,38,-12,2016,"Red","Red","Red","Red","Red","Top","Red"
"2593","Red",-3353,-2843,-3469,-3562,-297,44,-7,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2594","Blue",-800,-455,-1105,-1027,409,27,15,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2595","Blue",-1578,-1476,-2051,-2321,-399,33,11,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2596","Blue",-1677,-1269,-1754,-2035,362,33,13,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2597","Red",-2115,-2120,-4147,-5348,-499,45,3,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2598","Red",-2668,-2966,-3571,-4667,-597,39,-13,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2599","Blue",-808,-1026,-1477,-1404,359,28,11,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2600","Red",-2088,-1816,-1634,-2067,-423,27,-12,2016,"Red","Red","Red","Red","Red","Top","Red"
"2601","Blue",-2202,-1901,-2937,-3852,263,48,-1,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2602","Blue",-2534,-2032,-2953,-3482,-137,38,5,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2603","Blue",-1771,-1648,-2294,-2366,648,44,8,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2604","Blue",-1398,-2330,-1937,-2439,-80,36,6,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2605","Blue",-1940,-1128,-1676,-2962,231,46,3,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2606","Red",-2346,-2952,-2570,-3809,-747,34,-9,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2607","Red",-2095,-2527,-3615,-2585,-686,30,-11,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2608","Red",-1604,-1076,-2074,-2949,211,38,-3,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2609","Red",-3113,-3908,-3883,-3862,-993,43,-9,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"2610","Red",-1740,-1536,-1684,-2155,-358,26,-8,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2611","Red",-3169,-2504,-2975,-3210,-136,43,-13,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2612","Red",-3890,-4478,-4143,-4337,-1017,54,-13,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"2613","Blue",-1378,-1464,-1576,-2180,339,32,7,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2614","Red",-2550,-2037,-2626,-3982,-343,34,-10,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2615","Red",-1740,-2377,-1909,-2361,-101,30,-4,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"2616","Blue",-1060,-1374,-1200,-1852,727,38,4,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2617","Red",-1509,-1893,-1739,-1659,-229,23,-9,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"2618","Blue",-2329,-1353,-2368,-1961,509,41,0,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2619","Blue",-2620,-2741,-3347,-3354,-266,44,7,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2620","Red",-2279,-3419,-2854,-2710,-219,35,-11,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"2621","Red",-2327,-2384,-2318,-2375,265,32,-12,2016,"Red","Red","Red","Red","Blue","Jungle","Red"
"2622","Blue",-1218,-836,-1978,-2237,759,39,13,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2623","Red",-2893,-3365,-3530,-2862,-537,35,-8,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2624","Red",-2250,-2749,-2710,-3596,-395,30,-18,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2625","Blue",-1740,-992,-1539,-1050,643,38,8,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2626","Blue",-2321,-2959,-3234,-3279,-163,41,5,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2627","Red",-2408,-2207,-2095,-1950,-86,30,-15,2016,"Red","Red","Red","Red","Red","Top","Red"
"2628","Blue",-1999,-2272,-2368,-2847,-266,40,5,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2629","Blue",-624,-745,-1132,-944,567,28,15,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2630","Blue",-1568,-1113,-1657,-1304,618,29,6,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2631","Blue",-2518,-1944,-3028,-3472,-56,46,6,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2632","Red",-4473,-4095,-4072,-3539,-1453,44,-11,2016,"Red","Red","Red","Red","Red","Top","Red"
"2633","Blue",-2039,-973,-1741,-1535,302,31,11,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2634","Red",-2755,-1850,-1766,-2970,-248,39,-3,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2635","Red",-3551,-2823,-3082,-2921,-519,38,-4,2016,"Red","Red","Red","Red","Red","Top","Red"
"2636","Red",-1999,-2609,-2459,-3299,-281,33,-11,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2637","Red",-1518,-2771,-2728,-3214,-68,41,-6,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2638","Blue",-1530,-1071,-1539,-1851,155,33,9,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2639","Red",-2011,-2426,-2175,-1875,-134,27,-9,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"2640","Blue",-1474,-1043,-1629,-2781,-17,34,5,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2641","Red",-1644,-3362,-3362,-3312,-579,29,-23,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"2642","Blue",-1307,-937,-1784,-2150,354,31,10,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2643","Blue",-2623,-2014,-2119,-2176,472,40,9,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2644","Blue",-862,-1365,-2806,-2968,597,42,14,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2645","Blue",-2029,-2274,-2798,-2448,143,41,-1,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2646","Blue",-2106,-3173,-2592,-2423,746,57,0,2016,"Red","Red","Red","Red","Blue","Jungle","Red"
"2647","Red",-2830,-2596,-3832,-3436,-534,42,-7,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2648","Blue",-1821,-1728,-2049,-1779,13,36,11,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2649","Red",-2569,-2172,-2383,-4776,-325,57,-3,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2650","Red",-2681,-3737,-2930,-2529,17,39,-6,2016,"Red","Red","Red","Red","Blue","Jungle","Red"
"2651","Blue",-1658,-1518,-1592,-1792,350,32,7,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2652","Red",-2760,-3521,-3820,-2975,-156,47,-8,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2653","Blue",-1925,-2166,-2415,-3418,164,45,9,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2654","Red",-2205,-2195,-2151,-3458,-544,33,-20,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2655","Blue",-2548,-2199,-3505,-4794,-83,52,2,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2656","Blue",-1131,-1110,-1618,-1969,392,34,9,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2657","Red",-2376,-2455,-3306,-3173,-535,35,-10,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2658","Red",-2145,-2231,-2512,-2725,-440,36,-8,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2659","Blue",-1513,-1695,-1726,-2123,160,28,12,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2660","Red",-3551,-3691,-5188,-6018,-1391,59,-5,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2661","Red",-2480,-2507,-3400,-3508,-492,43,-6,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2662","Red",-1661,-2812,-3199,-2900,-93,33,-8,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2663","Blue",-923,-1592,-2154,-1608,547,31,12,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2664","Blue",-1684,-1742,-2089,-2058,283,40,8,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2665","Blue",-1533,-1046,-1311,-1536,158,29,9,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2666","Blue",-2799,-2116,-2309,-3012,-114,40,7,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2667","Blue",-1616,-1656,-1493,-1726,-199,32,3,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2668","Red",-2837,-2880,-2636,-2964,-745,41,-3,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2669","Blue",-1087,-1296,-1595,-1615,193,27,8,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2670","Red",-2947,-2122,-3060,-3658,-810,36,-8,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2671","Red",-2739,-2458,-2074,-2837,-507,29,-10,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2672","Blue",-1210,-1619,-1263,-1560,223,29,9,2016,"Red","Red","Red","Red","Blue","Jungle","Red"
"2673","Blue",-2445,-3356,-3272,-3839,-393,50,-3,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2674","Red",-1879,-1880,-2068,-2793,-204,30,-15,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2675","Red",-2162,-1879,-3550,-2329,-107,35,-4,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2676","Blue",-2875,-1956,-2035,-2336,37,42,9,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2677","Red",-2019,-3821,-2024,-2123,870,51,-3,2016,"Red","Red","Red","Red","Blue","Jungle","Red"
"2678","Blue",-1345,-1362,-1454,-1989,217,34,9,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2679","Red",-2815,-2335,-2513,-2883,-432,35,-15,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2680","Blue",-1743,-1303,-1380,-1966,856,41,14,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2681","Blue",-2757,-2740,-4043,-3536,244,61,0,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2682","Blue",-2316,-1767,-2389,-2364,625,47,4,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2683","Red",-2323,-2587,-3089,-3648,-430,40,-5,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2684","Blue",-3183,-4064,-3234,-3880,125,50,7,2016,"Red","Red","Red","Red","Blue","Jungle","Red"
"2685","Red",-2414,-1770,-2057,-3393,7,46,-4,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2686","Red",-2481,-2727,-2837,-3762,-523,36,-8,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2687","Red",-3216,-2960,-2772,-2828,-297,43,-9,2016,"Red","Red","Red","Red","Red","Top","Red"
"2688","Red",-2065,-2236,-2620,-2841,-481,35,-9,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2689","Red",-2703,-2482,-3615,-3227,-405,39,-15,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2690","Blue",-672,-484,-1126,-1546,675,32,11,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2691","Red",-3526,-2623,-3412,-3396,-476,42,-6,2016,"Red","Red","Red","Red","Red","Top","Red"
"2692","Blue",-2106,-2227,-2413,-3707,166,43,0,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2693","Blue",-1184,-1405,-1645,-997,127,34,11,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2694","Red",-2038,-2869,-2799,-3620,-810,34,-10,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2695","Blue",-2512,-2430,-2927,-3594,47,48,5,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2696","Red",-1760,-1556,-2582,-2270,-230,36,-13,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2697","Blue",-878,-1581,-1702,-1971,195,32,10,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2698","Red",-2711,-2278,-2904,-3390,-98,39,-12,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2699","Blue",-195,-803,-205,-356,575,22,18,2016,"Red","Red","Red","Red","Blue","Jungle","Red"
"2700","Red",-2613,-2036,-2260,-2312,-89,30,-8,2016,"Red","Red","Red","Red","Red","Top","Red"
"2701","Blue",-2546,-2300,-2494,-2846,505,45,5,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2702","Red",-2417,-2449,-3877,-3069,77,41,1,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2703","Red",-2406,-2634,-3600,-3234,-345,40,-18,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2704","Red",-3168,-2184,-2798,-3056,37,42,-5,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2705","Blue",-961,-711,-908,-742,418,28,16,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2706","Red",-3406,-2126,-4677,-5818,-317,70,-9,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2707","Blue",-1091,-1176,-1784,-2089,795,38,13,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2708","Red",-3824,-3114,-4932,-5301,-293,60,-5,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2709","Blue",-675,-523,-1535,-2053,836,37,12,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2710","Blue",-1937,-1524,-2151,-2098,61,35,7,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2711","Blue",-1490,-865,-1654,-946,525,33,9,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2712","Blue",-2827,-2119,-2144,-3464,37,41,10,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2713","Blue",-3182,-2593,-3317,-2449,-355,43,0,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2714","Red",-2114,-1979,-2148,-2323,-117,29,-10,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2715","Red",-3167,-2161,-3106,-2432,-427,33,-10,2016,"Red","Red","Red","Red","Red","Top","Red"
"2716","Blue",-620,-676,-766,-1434,382,30,11,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2717","Red",-4212,-3006,-2815,-3142,145,45,-4,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2718","Red",-3135,-3046,-2770,-3235,-424,42,-9,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2719","Red",-3224,-2551,-2884,-3607,-7,40,-1,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2720","Red",-2488,-2792,-2322,-3039,-518,36,-7,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2721","Blue",-1767,-2141,-1695,-2961,244,39,4,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2722","Red",-2108,-2704,-2719,-2221,-717,37,-15,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2723","Blue",-3573,-3265,-5208,-4789,-23,56,12,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2724","Red",-2527,-1900,-2485,-2562,-677,27,-13,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2725","Blue",-1534,-1103,-1526,-2298,221,36,11,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2726","Blue",-1085,-1474,-1523,-1351,257,32,11,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2727","Red",-1674,-1985,-2530,-2257,-363,32,-8,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2728","Red",-2105,-1792,-1878,-2259,71,31,-10,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2729","Blue",-2457,-2006,-2465,-2695,208,38,10,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2730","Blue",-2050,-1827,-2304,-2129,995,43,9,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2731","Blue",-1845,-1151,-2076,-1972,525,46,12,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2732","Red",-3926,-2714,-3840,-4051,-1036,44,-9,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2733","Red",-3260,-2396,-4447,-3725,-523,43,-1,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2734","Blue",-2534,-1705,-2515,-3187,107,43,7,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2735","Red",-3342,-3264,-2734,-2628,-958,35,-10,2016,"Red","Red","Red","Red","Red","Top","Red"
"2736","Red",-2166,-3032,-2524,-2726,-88,38,-5,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"2737","Red",-2997,-1752,-2664,-3022,627,53,-2,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2738","Blue",-1007,-1252,-1723,-1237,489,35,9,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2739","Red",-2227,-2856,-2313,-2542,-116,38,-12,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"2740","Blue",-2662,-2680,-3452,-3431,626,59,0,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2741","Red",-2512,-2644,-2387,-2380,3,45,-2,2016,"Red","Red","Red","Red","Blue","Jungle","Red"
"2742","Red",-2752,-3432,-2633,-5557,1076,70,5,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2743","Red",-3661,-3076,-3434,-3290,-764,40,-4,2016,"Red","Red","Red","Red","Red","Top","Red"
"2744","Blue",-3077,-3410,-3209,-4403,25,53,4,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2745","Blue",-1025,-1352,-1246,-1319,82,31,9,2016,"Red","Red","Red","Red","Blue","Jungle","Red"
"2746","Blue",-1290,-1680,-2000,-1346,-13,28,5,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2747","Blue",-736,-1101,-1022,-831,-264,29,9,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"2748","Red",-2576,-2435,-3046,-4051,-568,39,-13,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2749","Red",-2362,-1464,-2045,-2555,-65,34,0,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2750","Red",-2768,-2634,-3458,-4976,-768,40,-8,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2751","Red",-2584,-2825,-3394,-3688,-78,43,-6,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2752","Red",-3176,-2141,-3045,-2587,75,38,-9,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2753","Blue",-2767,-2351,-2197,-2233,168,34,6,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2754","Red",-2594,-2980,-2901,-3103,-790,36,-7,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2755","Blue",-372,-1002,-852,-739,755,29,11,2016,"Red","Red","Red","Red","Blue","Jungle","Red"
"2756","Blue",-2358,-2073,-3416,-3504,-322,39,6,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2757","Red",-1846,-1892,-2654,-2002,-50,34,-5,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2758","Red",-3738,-3491,-5007,-4399,-1128,47,-5,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2759","Blue",-1933,-2017,-3296,-2778,376,46,6,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2760","Blue",-2588,-2211,-2033,-2064,242,44,10,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2761","Red",-3157,-2383,-2964,-2992,58,44,1,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2762","Red",-3256,-1854,-3562,-3235,35,47,-4,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2763","Blue",-915,-842,-1485,-1699,398,35,1,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2764","Blue",-2341,-2579,-3157,-1942,470,45,4,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2765","Blue",-974,-1132,-744,-1029,62,25,9,2016,"Red","Red","Red","Red","Blue","Jungle","Red"
"2766","Red",-2452,-2533,-2396,-2753,-485,29,-5,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2767","Red",-2071,-2704,-2155,-2599,-393,32,-10,2016,"Red","Red","Red","Red","Red","Jungle","Red"
"2768","Red",-1642,-1775,-3363,-1739,-127,39,-9,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2769","Blue",-1713,-1716,-1896,-1766,-45,29,8,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2770","Blue",-1614,-1693,-2326,-2933,-102,37,6,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2771","Blue",-1179,-1459,-1582,-1513,440,27,8,2016,"Red","Red","Red","Red","Blue","Mid","Red"
"2772","Blue",-2344,-2177,-3260,-3414,-165,42,-2,2016,"Red","Red","Red","Red","Red","ADC","Red"
"2773","Red",-2196,-1222,-1614,-2623,250,31,-9,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2774","Blue",-2013,-1499,-990,-1862,304,37,8,2016,"Red","Red","Red","Red","Blue","Top","Red"
"2775","Red",-3555,-2640,-4198,-3433,-40,40,-9,2016,"Red","Red","Red","Red","Red","Mid","Red"
"2776","Blue",-1802,-1265,-1641,-2467,315,39,0,2016,"Red","Red","Red","Red","Blue","ADC","Red"
"2777","Blue",-3084,-2507,-2521,-3013,-160,40,6,2016,"Red","Red","Red","Red","Red","Top","Red"
"2778","Red",-2327,-2531,-2801,-2943,-299,33,-9,2016,"Red","Red","Red","Red","Red","ADC","Red"
